"58891288_0_1117541047012405958.csv~Row55","http://dbpedia.org/resource/La_Grande_Illusion","true"
"58891288_0_1117541047012405958.csv~Row80","http://dbpedia.org/resource/MASH_(film)","true"
"58891288_0_1117541047012405958.csv~Row4","http://dbpedia.org/resource/Dr._Strangelove","true"
"58891288_0_1117541047012405958.csv~Row65","http://dbpedia.org/resource/Tokyo_Story","true"
"58891288_0_1117541047012405958.csv~Row96","http://dbpedia.org/resource/12_Angry_Men_(1957_film)","true"
"58891288_0_1117541047012405958.csv~Row94","http://dbpedia.org/resource/Heat_(1995_film)","true"
"58891288_0_1117541047012405958.csv~Row63","http://dbpedia.org/resource/Close_Encounters_of_the_Third_Kind","true"
"58891288_0_1117541047012405958.csv~Row2","http://dbpedia.org/resource/Casablanca_(film)","true"
"58891288_0_1117541047012405958.csv~Row64","http://dbpedia.org/resource/Modern_Times_(film)","true"
"58891288_0_1117541047012405958.csv~Row68","http://dbpedia.org/resource/Gladiator_(2000_film)","true"
"58891288_0_1117541047012405958.csv~Row99","http://dbpedia.org/resource/Persona_(film)","true"
"58891288_0_1117541047012405958.csv~Row70","http://dbpedia.org/resource/Braveheart","true"
"58891288_0_1117541047012405958.csv~Row26","http://dbpedia.org/resource/On_the_Waterfront","true"
"58891288_0_1117541047012405958.csv~Row30","http://dbpedia.org/resource/Saving_Private_Ryan","true"
"58891288_0_1117541047012405958.csv~Row21","http://dbpedia.org/resource/Sunset_Boulevard_(film)","true"
"58891288_0_1117541047012405958.csv~Row88","http://dbpedia.org/resource/Amadeus_(film)","true"
"58891288_0_1117541047012405958.csv~Row77","http://dbpedia.org/resource/Sullivan's_Travels","true"
"58891288_0_1117541047012405958.csv~Row85","http://dbpedia.org/resource/Memento_(film)","true"
"58891288_0_1117541047012405958.csv~Row87","http://dbpedia.org/resource/Ben-Hur_(1959_film)","true"
"58891288_0_1117541047012405958.csv~Row8","http://dbpedia.org/resource/It's_a_Wonderful_Life","true"
"58891288_0_1117541047012405958.csv~Row37","http://dbpedia.org/resource/Bicycle_Thieves","true"
"58891288_0_1117541047012405958.csv~Row9","http://dbpedia.org/resource/Gone_with_the_Wind_(film)","true"
"58891288_0_1117541047012405958.csv~Row78","http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","true"
"58891288_0_1117541047012405958.csv~Row36","http://dbpedia.org/resource/Titanic_(1997_film)","true"
"58891288_0_1117541047012405958.csv~Row5","http://dbpedia.org/resource/Apocalypse_Now","true"
"58891288_0_1117541047012405958.csv~Row10","http://dbpedia.org/resource/Raging_Bull","true"
"58891288_0_1117541047012405958.csv~Row59","http://dbpedia.org/resource/Sunrise:_A_Song_of_Two_Humans","true"
"58891288_0_1117541047012405958.csv~Row0","http://dbpedia.org/resource/The_Godfather","true"
"58891288_0_1117541047012405958.csv~Row90","http://dbpedia.org/resource/Cabaret_(1972_film)","true"
"58891288_0_1117541047012405958.csv~Row20","http://dbpedia.org/resource/Seven_Samurai","true"
"58891288_0_1117541047012405958.csv~Row66","http://dbpedia.org/resource/American_Beauty_(film)","true"
"58891288_0_1117541047012405958.csv~Row22","http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)","true"
"58891288_0_1117541047012405958.csv~Row14","http://dbpedia.org/resource/Schindler's_List","true"
"58891288_0_1117541047012405958.csv~Row83","http://dbpedia.org/resource/La_Dolce_Vita","true"
"58891288_0_1117541047012405958.csv~Row82","http://dbpedia.org/resource/Groundhog_Day_(film)","true"
"58891288_0_1117541047012405958.csv~Row40","http://dbpedia.org/resource/The_400_Blows","true"
"58891288_0_1117541047012405958.csv~Row28","http://dbpedia.org/resource/Bonnie_and_Clyde_(film)","true"
"58891288_0_1117541047012405958.csv~Row71","http://dbpedia.org/resource/Trainspotting_(film)","true"
"58891288_0_1117541047012405958.csv~Row95","http://dbpedia.org/resource/Paths_of_Glory","true"
"58891288_0_1117541047012405958.csv~Row69","http://dbpedia.org/resource/Rebel_Without_a_Cause","true"
"58891288_0_1117541047012405958.csv~Row42","http://dbpedia.org/resource/Unforgiven","true"
"58891288_0_1117541047012405958.csv~Row89","http://dbpedia.org/resource/Midnight_Cowboy","true"
"58891288_0_1117541047012405958.csv~Row74","http://dbpedia.org/resource/Platoon_(film)","true"
