60884685_1_5420701306478974044.csv~Col2,http://www.w3.org/2000/01/rdf-schema#label,true
60884685_1_5420701306478974044.csv~Col1,http://www.w3.org/2000/01/rdf-schema#label,true
60884685_1_5420701306478974044.csv~Col3,http://dbpedia.org/ontology/Work/runtime,true
60884685_1_5420701306478974044.csv~Col4,http://dbpedia.org/ontology/cost,true
36275014_0_1320157761771344844.csv~Col4,http://dbpedia.org/ontology/synonym,true
36275014_0_1320157761771344844.csv~Col1,http://www.w3.org/2000/01/rdf-schema#label,true
81024249_0_62186987559658105.csv~Col4,http://dbpedia.org/ontology/releaseDate,true
81024249_0_62186987559658105.csv~Col3,http://dbpedia.org/ontology/Work/runtime,true
81024249_0_62186987559658105.csv~Col1,http://www.w3.org/2000/01/rdf-schema#label,true
82169340_0_832291859149172943.csv~Col5,http://dbpedia.org/ontology/zipCode,true
82169340_0_832291859149172943.csv~Col1,http://www.w3.org/2000/01/rdf-schema#label,true
82169340_0_832291859149172943.csv~Col4,http://dbpedia.org/ontology/address,true
58891288_0_1117541047012405958.csv~Col1,http://www.w3.org/2000/01/rdf-schema#label,true
58891288_0_1117541047012405958.csv~Col2,http://dbpedia.org/ontology/releaseDate,true
58891288_0_1117541047012405958.csv~Col3,http://dbpedia.org/ontology/director,true
21817610_0_6487652856310583754.csv~Col1,http://dbpedia.org/ontology/latestReleaseVersion,true
21817610_0_6487652856310583754.csv~Col2,http://dbpedia.org/ontology/description,true
21817610_0_6487652856310583754.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
28742041_0_7128759839591956529.csv~Col1,http://dbpedia.org/ontology/conflict,true
28742041_0_7128759839591956529.csv~Col3,http://dbpedia.org/ontology/category,true
28742041_0_7128759839591956529.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
28742041_0_7128759839591956529.csv~Col4,http://dbpedia.org/ontology/owner,true
57128500_0_7456845944994373500.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
57128500_0_7456845944994373500.csv~Col1,http://dbpedia.org/ontology/currency,true
19172543_0_2469672734076921182.csv~Col3,http://dbpedia.org/ontology/revenue,true
